Violation_ID,Violation_Type,Fine_Amount,Location,Date,Time,Vehicle_Type,Vehicle_Color,Vehicle_Model_Year,Registration_State,Driver_Age,Driver_Gender,License_Type,Penalty_Points,Weather_Condition,Road_Condition,Officer_ID,Issuing_Agency,License_Validity,Number_of_Passengers,Helmet_Worn,Seatbelt_Worn,Traffic_Light_Status,Speed_Limit,Recorded_Speed,Alcohol_Level,Breathalyzer_Result,Towed,Fine_Paid,Payment_Method,Court_Appearance_Required,Previous_Violations,Comments,Hour,Age_Group,Over_Speeding,Speed_Diff,Day,Repeat_Offender,Month
VLT102188,Using Mobile Phone,1876,Tamil Nadu,2028-12-28,1900-01-01 18:50:00,Auto Rickshaw,Black,1999,Punjab,59,Other,Heavy Vehicle,3,Rainy,Wet,OFF6383,RTO,Expired,1,,,Red,30,38,0.5,Not Conducted,Yes,Yes,Cash,Yes,3,Repeat Offender,18,46-60,True,8,Thursday,True,2028-12
VLT102189,Over-speeding,1030,Maharashtra,2028-12-29,1900-01-01 10:59:00,Scooter,Silver,2019,Gujarat,20,Male,Two-Wheeler,0,Cloudy,Slippery,OFF1494,Traffic Police,Suspended,5,No,No,Green,60,33,0.34,Positive,Yes,Yes,Card,No,0,Fine Paid On Spot,10,18-25,False,-27,Friday,False,2028-12
VLT102190,Over-speeding,2244,Delhi,2028-12-30,1900-01-01 11:55:00,Bike,Grey,2021,Delhi,60,Male,Commercial,0,Dust Storm,Wet,OFF1226,Local Police,Suspended,2,Yes,Yes,Yellow,60,85,0.39,Positive,No,No,Not Paid,No,5,Fine Paid On Spot,11,46-60,True,25,Saturday,True,2028-12
VLT102191,Wrong Parking,172,West Bengal,2028-12-31,1900-01-01 20:53:00,Auto Rickshaw,Blue,2013,Maharashtra,43,Other,Commercial,1,Foggy,Wet,OFF8685,Highway Patrol,Valid,5,,Yes,Green,30,25,0.4,Positive,Yes,No,Not Paid,Yes,2,First Violation,20,36-45,False,-5,Sunday,True,2028-12
VLT102192,No Helmet,2557,West Bengal,2029-01-01,1900-01-01 11:59:00,Bike,Silver,2012,Karnataka,64,Female,Two-Wheeler,7,Cloudy,Wet,OFF7640,Highway Patrol,Suspended,5,No,No,Yellow,40,31,0.36,Negative,No,Yes,Online,Yes,5,First Violation,11,60+,False,-9,Monday,True,2029-01
VLT102193,Signal Jumping,2021,Tamil Nadu,2029-01-02,1900-01-01 08:23:00,Car,Silver,2003,Delhi,73,Female,Commercial,1,Cloudy,Slippery,OFF1017,RTO,Expired,4,Yes,No,Red,60,20,0.03,Positive,Yes,No,Card,Yes,3,Fine Paid On Spot,8,60+,False,-40,Tuesday,True,2029-01
VLT102194,Driving Without License,239,Punjab,2029-01-03,1900-01-01 05:15:00,Bus,Red,1997,Punjab,42,Other,Two-Wheeler,6,Clear,Wet,OFF7796,RTO,Expired,3,,No,Yellow,30,54,0.07,Positive,Yes,No,Not Paid,Yes,0,Repeat Offender,5,36-45,True,24,Wednesday,False,2029-01
VLT102195,Wrong Parking,3948,Punjab,2029-01-04,1900-01-01 12:29:00,Truck,Red,2005,West Bengal,46,Male,Learner,1,Dust Storm,Under Construction,OFF9678,Local Police,Suspended,4,No,Yes,Red,50,48,0.09,Negative,No,Yes,Not Paid,Yes,3,,12,46-60,False,-2,Thursday,True,2029-01
VLT102196,Overloading,4563,Tamil Nadu,2029-01-05,1900-01-01 14:15:00,Bike,Green,2005,Uttar Pradesh,32,Female,Commercial,2,Clear,Slippery,OFF5519,Highway Patrol,Expired,5,,No,Yellow,30,34,0.18,Positive,Yes,No,Cash,No,1,Repeat Offender,14,26-35,True,4,Friday,True,2029-01
VLT102197,No Seatbelt,3200,Karnataka,2029-01-06,1900-01-01 08:51:00,Bike,Yellow,2005,West Bengal,27,Other,Four-Wheeler,7,Rainy,Wet,OFF5136,Local Police,Expired,4,Yes,,Yellow,30,49,0.25,Not Conducted,Yes,Yes,Card,Yes,2,First Violation,8,26-35,True,19,Saturday,True,2029-01
VLT102198,No Helmet,4218,West Bengal,2029-01-07,1900-01-01 23:57:00,Bus,Silver,2017,Uttar Pradesh,68,Female,Two-Wheeler,7,Dust Storm,Dry,OFF6894,Highway Patrol,Expired,3,Yes,No,Green,50,92,0.19,Negative,No,Yes,Online,No,1,Repeat Offender,23,60+,True,42,Sunday,True,2029-01
VLT102199,Over-speeding,2125,West Bengal,2029-01-08,1900-01-01 01:33:00,Car,Silver,2012,Tamil Nadu,54,Male,Four-Wheeler,5,Clear,Slippery,OFF1579,Local Police,Expired,5,Yes,Yes,Red,40,102,0.17,Positive,Yes,Yes,Card,Yes,5,Fine Paid On Spot,1,46-60,True,62,Monday,True,2029-01
VLT102200,Wrong Parking,1572,Delhi,2029-01-09,1900-01-01 11:18:00,Truck,Blue,2008,Maharashtra,45,Female,Four-Wheeler,5,Rainy,Under Construction,OFF6812,RTO,Valid,1,Yes,No,Yellow,40,56,0.33,Negative,Yes,No,Card,No,5,First Violation,11,36-45,True,16,Tuesday,True,2029-01
VLT102201,No Seatbelt,2940,Uttar Pradesh,2029-01-10,1900-01-01 02:19:00,Auto Rickshaw,Red,1997,Tamil Nadu,32,Other,Learner,6,Clear,Dry,OFF7008,Traffic Police,Expired,4,Yes,No,Green,80,20,0.45,Positive,No,No,Card,Yes,5,Repeat Offender,2,26-35,False,-60,Wednesday,True,2029-01
VLT102202,No Helmet,4736,Karnataka,2029-01-11,1900-01-01 11:53:00,Auto Rickshaw,Yellow,1996,Delhi,68,Female,Learner,10,Cloudy,Dry,OFF8911,RTO,Valid,1,Yes,Yes,Red,60,60,0.04,Negative,No,No,Not Paid,No,3,First Violation,11,60+,False,0,Thursday,True,2029-01
VLT102203,No Seatbelt,104,Tamil Nadu,2029-01-12,1900-01-01 16:51:00,Car,White,2006,Maharashtra,56,Other,Four-Wheeler,2,Clear,Potholes,OFF2168,RTO,Suspended,1,No,Yes,Yellow,30,112,0.5,Positive,Yes,No,Card,No,0,,16,46-60,True,82,Friday,False,2029-01
VLT102204,Using Mobile Phone,173,Karnataka,2029-01-13,1900-01-01 20:44:00,Scooter,Green,1997,West Bengal,22,Other,Heavy Vehicle,9,Foggy,Potholes,OFF9184,Local Police,Valid,4,Yes,No,Red,80,36,0.38,Not Conducted,No,No,Cash,No,4,Fine Paid On Spot,20,18-25,False,-44,Saturday,True,2029-01
VLT102205,No Helmet,1284,West Bengal,2029-01-14,1900-01-01 13:11:00,Truck,Blue,2020,West Bengal,75,Male,Heavy Vehicle,4,Dust Storm,Potholes,OFF3917,Traffic Police,Suspended,3,No,,Yellow,100,104,0.34,Not Conducted,Yes,Yes,Online,No,0,Repeat Offender,13,60+,True,4,Sunday,False,2029-01
VLT102206,No Helmet,2435,Tamil Nadu,2029-01-15,1900-01-01 06:35:00,Car,Silver,2013,Maharashtra,60,Other,Four-Wheeler,6,Rainy,Under Construction,OFF2309,Highway Patrol,Expired,2,Yes,Yes,Red,60,119,0.07,Positive,No,No,Not Paid,Yes,5,,6,46-60,True,59,Monday,True,2029-01
VLT102207,Drunk Driving,4914,Tamil Nadu,2029-01-16,1900-01-01 20:46:00,Car,Blue,2012,Delhi,70,Female,Two-Wheeler,2,Rainy,Dry,OFF1580,Highway Patrol,Expired,1,No,Yes,Yellow,30,87,0.22,Positive,Yes,No,Online,No,2,,20,60+,True,57,Tuesday,True,2029-01
VLT102208,Signal Jumping,2387,Punjab,2029-01-17,1900-01-01 03:55:00,Bike,Grey,2013,Gujarat,28,Other,Learner,7,Foggy,Under Construction,OFF1573,RTO,Suspended,2,No,No,Red,30,59,0.18,Negative,Yes,Yes,Cash,No,0,Fine Paid On Spot,3,26-35,True,29,Wednesday,False,2029-01
VLT102209,Over-speeding,1059,Uttar Pradesh,2029-01-18,1900-01-01 22:25:00,Bus,Blue,2019,Uttar Pradesh,62,Other,Learner,7,Cloudy,Slippery,OFF1431,Traffic Police,Expired,4,No,,Green,100,65,0.08,Not Conducted,No,No,Cash,No,4,First Violation,22,60+,False,-35,Thursday,True,2029-01
VLT102210,Signal Jumping,3114,Gujarat,2029-01-19,1900-01-01 12:09:00,Bike,Black,2009,Uttar Pradesh,53,Other,Learner,6,Cloudy,Slippery,OFF8364,RTO,Expired,1,Yes,Yes,Green,40,83,0.01,Not Conducted,Yes,No,Cash,Yes,0,,12,46-60,True,43,Friday,False,2029-01
VLT102211,Over-speeding,4432,Gujarat,2029-01-20,1900-01-01 18:42:00,Truck,Green,2006,Uttar Pradesh,72,Other,Two-Wheeler,0,Rainy,Under Construction,OFF7263,RTO,Valid,5,,Yes,Red,80,39,0.01,Not Conducted,Yes,No,Cash,No,1,Fine Paid On Spot,18,60+,False,-41,Saturday,True,2029-01
VLT102212,Wrong Parking,3901,Tamil Nadu,2029-01-21,1900-01-01 00:22:00,Bike,Grey,2022,Tamil Nadu,75,Female,Four-Wheeler,1,Cloudy,Under Construction,OFF6202,Local Police,Suspended,5,No,Yes,Green,60,24,0.41,Positive,No,Yes,Not Paid,Yes,2,Fine Paid On Spot,0,60+,False,-36,Sunday,True,2029-01
VLT102213,Signal Jumping,4524,West Bengal,2029-01-22,1900-01-01 04:53:00,Truck,Grey,2010,Punjab,29,Female,Four-Wheeler,4,Clear,Potholes,OFF9092,Traffic Police,Suspended,2,,,Green,80,49,0.49,Positive,No,No,Card,Yes,4,Fine Paid On Spot,4,26-35,False,-31,Monday,True,2029-01
VLT102214,Driving Without License,3631,Punjab,2029-01-23,1900-01-01 19:20:00,Truck,Blue,2014,Gujarat,34,Female,Heavy Vehicle,0,Foggy,Slippery,OFF3337,Traffic Police,Valid,4,,Yes,Red,50,115,0.02,Not Conducted,No,No,Cash,Yes,1,,19,26-35,True,65,Tuesday,True,2029-01
VLT102215,Driving Without License,2142,West Bengal,2029-01-24,1900-01-01 13:47:00,Scooter,Silver,2007,Tamil Nadu,58,Female,Heavy Vehicle,9,Rainy,Under Construction,OFF5457,Highway Patrol,Expired,1,No,,Green,40,54,0.32,Negative,Yes,Yes,Card,Yes,1,First Violation,13,46-60,True,14,Wednesday,True,2029-01
VLT102216,Using Mobile Phone,4088,Tamil Nadu,2029-01-25,1900-01-01 00:36:00,Truck,Green,1997,Punjab,75,Female,Heavy Vehicle,6,Clear,Wet,OFF8319,Highway Patrol,Valid,2,No,,Green,80,99,0.31,Positive,Yes,Yes,Card,No,1,Repeat Offender,0,60+,True,19,Thursday,True,2029-01
VLT102217,No Helmet,144,West Bengal,2029-01-26,1900-01-01 21:27:00,Scooter,White,2005,Tamil Nadu,18,Female,Learner,5,Clear,Wet,OFF3262,Local Police,Suspended,2,No,No,Green,50,88,0.39,Positive,Yes,Yes,Online,No,2,First Violation,21,,True,38,Friday,True,2029-01
VLT102218,Over-speeding,1296,Maharashtra,2029-01-27,1900-01-01 01:32:00,Bike,Black,1997,West Bengal,25,Female,Four-Wheeler,3,Rainy,Dry,OFF3274,RTO,Suspended,4,,Yes,Green,40,42,0.17,Negative,No,Yes,Cash,No,5,,1,18-25,True,2,Saturday,True,2029-01
VLT102219,Drunk Driving,1444,Tamil Nadu,2029-01-28,1900-01-01 17:16:00,Truck,Black,2012,Karnataka,56,Other,Two-Wheeler,7,Rainy,Slippery,OFF4051,RTO,Valid,5,Yes,No,Green,50,26,0.18,Positive,Yes,Yes,Online,Yes,5,Fine Paid On Spot,17,46-60,False,-24,Sunday,True,2029-01
VLT102220,Wrong Parking,4828,Gujarat,2029-01-29,1900-01-01 10:52:00,Scooter,Blue,2010,Uttar Pradesh,39,Male,Four-Wheeler,0,Rainy,Slippery,OFF5770,RTO,Expired,3,No,Yes,Green,40,57,0.32,Negative,No,No,Card,No,5,,10,36-45,True,17,Monday,True,2029-01
VLT102221,Over-speeding,4456,Uttar Pradesh,2029-01-30,1900-01-01 13:54:00,Truck,Silver,2006,Karnataka,67,Other,Heavy Vehicle,6,Cloudy,Dry,OFF6611,Highway Patrol,Suspended,3,Yes,Yes,Red,30,74,0.17,Positive,Yes,No,Not Paid,Yes,3,Repeat Offender,13,60+,True,44,Tuesday,True,2029-01
VLT102222,No Seatbelt,4218,Uttar Pradesh,2029-01-31,1900-01-01 21:46:00,Bike,White,2005,Gujarat,23,Female,Commercial,4,Cloudy,Slippery,OFF7335,Traffic Police,Suspended,3,No,No,Green,40,79,0.22,Not Conducted,Yes,No,Cash,Yes,0,,21,18-25,True,39,Wednesday,False,2029-01
VLT102223,Driving Without License,3905,Uttar Pradesh,2029-02-01,1900-01-01 03:44:00,Bike,Green,2004,Tamil Nadu,36,Other,Commercial,2,Foggy,Under Construction,OFF9604,Local Police,Suspended,5,,,Green,100,42,0.41,Positive,Yes,No,Not Paid,No,1,,3,36-45,False,-58,Thursday,True,2029-02
VLT102224,Over-speeding,2064,West Bengal,2029-02-02,1900-01-01 14:11:00,Auto Rickshaw,Red,2021,West Bengal,61,Other,Commercial,6,Cloudy,Wet,OFF1963,Highway Patrol,Suspended,5,,,Red,80,42,0.08,Positive,Yes,No,Online,Yes,4,,14,60+,False,-38,Friday,True,2029-02
VLT102225,Signal Jumping,3805,Tamil Nadu,2029-02-03,1900-01-01 10:55:00,Bike,Green,2003,West Bengal,57,Female,Learner,6,Clear,Wet,OFF8674,Local Police,Suspended,2,,No,Green,30,30,0.17,Positive,No,Yes,Card,Yes,3,First Violation,10,46-60,False,0,Saturday,True,2029-02
VLT102226,Signal Jumping,3849,Gujarat,2029-02-04,1900-01-01 10:06:00,Auto Rickshaw,Green,2021,Karnataka,52,Male,Four-Wheeler,10,Rainy,Slippery,OFF9145,RTO,Suspended,3,No,No,Yellow,60,61,0.41,Not Conducted,No,Yes,Online,Yes,4,Repeat Offender,10,46-60,True,1,Sunday,True,2029-02
VLT102227,Drunk Driving,199,Tamil Nadu,2029-02-05,1900-01-01 19:32:00,Car,Red,2016,Delhi,75,Other,Two-Wheeler,7,Rainy,Slippery,OFF4840,Local Police,Valid,1,,,Green,80,90,0.2,Positive,Yes,No,Online,Yes,2,,19,60+,True,10,Monday,True,2029-02
VLT102228,Wrong Parking,1365,Delhi,2029-02-06,1900-01-01 22:16:00,Bike,Blue,2010,Maharashtra,32,Male,Four-Wheeler,9,Cloudy,Under Construction,OFF8248,RTO,Suspended,1,,,Yellow,100,61,0.07,Positive,Yes,No,Not Paid,No,4,Fine Paid On Spot,22,26-35,False,-39,Tuesday,True,2029-02
VLT102229,Using Mobile Phone,1372,West Bengal,2029-02-07,1900-01-01 05:45:00,Bike,Blue,2012,Punjab,38,Female,Heavy Vehicle,8,Clear,Dry,OFF9042,Local Police,Suspended,1,No,Yes,Yellow,50,57,0.06,Negative,No,No,Card,Yes,4,,5,36-45,True,7,Wednesday,True,2029-02
VLT102230,No Helmet,1414,Delhi,2029-02-08,1900-01-01 02:56:00,Auto Rickshaw,Yellow,2016,Tamil Nadu,50,Male,Two-Wheeler,9,Cloudy,Slippery,OFF8836,Local Police,Suspended,4,No,No,Yellow,80,42,0.26,Not Conducted,No,No,Online,Yes,0,First Violation,2,46-60,False,-38,Thursday,False,2029-02
VLT102231,Wrong Parking,4028,West Bengal,2029-02-09,1900-01-01 20:04:00,Scooter,Blue,2016,Punjab,66,Male,Two-Wheeler,9,Dust Storm,Wet,OFF6305,Local Police,Expired,3,No,,Red,100,73,0.17,Not Conducted,No,Yes,Online,Yes,4,Fine Paid On Spot,20,60+,False,-27,Friday,True,2029-02
VLT102232,Drunk Driving,3433,Punjab,2029-02-10,1900-01-01 05:38:00,Bus,Grey,2017,West Bengal,25,Other,Four-Wheeler,1,Cloudy,Potholes,OFF6785,Local Police,Expired,1,,Yes,Red,100,97,0.38,Not Conducted,No,No,Not Paid,No,1,Fine Paid On Spot,5,18-25,False,-3,Saturday,True,2029-02
VLT102233,Drunk Driving,843,West Bengal,2029-02-11,1900-01-01 14:26:00,Truck,Grey,2015,Tamil Nadu,70,Other,Two-Wheeler,9,Cloudy,Dry,OFF8447,Local Police,Suspended,3,No,,Green,80,42,0.34,Not Conducted,No,Yes,Not Paid,Yes,0,Repeat Offender,14,60+,False,-38,Sunday,False,2029-02
VLT102234,No Helmet,572,Karnataka,2029-02-12,1900-01-01 04:50:00,Scooter,Yellow,2010,Maharashtra,54,Male,Commercial,3,Foggy,Under Construction,OFF7211,Highway Patrol,Suspended,1,No,No,Red,60,90,0.3,Not Conducted,Yes,No,Online,No,0,Fine Paid On Spot,4,46-60,True,30,Monday,False,2029-02
VLT102235,Over-speeding,279,Tamil Nadu,2029-02-13,1900-01-01 20:51:00,Bike,Yellow,2003,West Bengal,64,Female,Commercial,3,Clear,Under Construction,OFF4744,Traffic Police,Expired,4,No,No,Yellow,30,50,0.36,Positive,No,No,Card,Yes,3,Fine Paid On Spot,20,60+,True,20,Tuesday,True,2029-02
VLT102236,No Helmet,3219,Punjab,2029-02-14,1900-01-01 23:27:00,Auto Rickshaw,Grey,2007,Delhi,34,Male,Learner,6,Clear,Dry,OFF6669,Traffic Police,Suspended,2,No,,Yellow,50,103,0.03,Positive,Yes,Yes,Cash,Yes,4,Repeat Offender,23,26-35,True,53,Wednesday,True,2029-02
VLT102237,Drunk Driving,2369,Gujarat,2029-02-15,1900-01-01 01:31:00,Auto Rickshaw,Grey,2011,West Bengal,61,Male,Heavy Vehicle,5,Cloudy,Under Construction,OFF2298,Highway Patrol,Suspended,2,,Yes,Red,30,95,0.09,Not Conducted,No,No,Cash,Yes,1,Fine Paid On Spot,1,60+,True,65,Thursday,True,2029-02
VLT102238,Driving Without License,1368,Uttar Pradesh,2029-02-16,1900-01-01 09:22:00,Scooter,Blue,1997,West Bengal,62,Male,Four-Wheeler,4,Cloudy,Under Construction,OFF7958,Local Police,Expired,3,Yes,Yes,Yellow,80,115,0.21,Not Conducted,Yes,No,Online,Yes,3,,9,60+,True,35,Friday,True,2029-02
VLT102239,Signal Jumping,3036,Maharashtra,2029-02-17,1900-01-01 17:49:00,Truck,Green,2011,Punjab,69,Male,Learner,8,Rainy,Dry,OFF3493,RTO,Expired,4,,Yes,Green,80,85,0.24,Positive,No,Yes,Card,Yes,0,First Violation,17,60+,True,5,Saturday,False,2029-02
VLT102240,Driving Without License,2747,Punjab,2029-02-18,1900-01-01 21:44:00,Scooter,Grey,2001,Tamil Nadu,61,Male,Two-Wheeler,2,Cloudy,Wet,OFF8198,Highway Patrol,Suspended,1,No,,Yellow,50,87,0.48,Not Conducted,Yes,Yes,Cash,No,4,Fine Paid On Spot,21,60+,True,37,Sunday,True,2029-02
VLT102241,No Helmet,1757,Delhi,2029-02-19,1900-01-01 20:49:00,Bus,Blue,2014,Tamil Nadu,21,Female,Two-Wheeler,4,Clear,Wet,OFF4470,Highway Patrol,Expired,2,Yes,Yes,Yellow,50,29,0.15,Negative,Yes,Yes,Cash,Yes,1,,20,18-25,False,-21,Monday,True,2029-02
VLT102242,Wrong Parking,3437,Punjab,2029-02-20,1900-01-01 23:11:00,Bus,Black,2022,Gujarat,65,Other,Commercial,7,Rainy,Wet,OFF2517,Local Police,Expired,5,,No,Yellow,100,64,0.31,Not Conducted,Yes,No,Cash,Yes,1,Fine Paid On Spot,23,60+,False,-36,Tuesday,True,2029-02
VLT102243,No Helmet,1062,West Bengal,2029-02-21,1900-01-01 12:54:00,Truck,Silver,2017,Karnataka,61,Female,Heavy Vehicle,1,Rainy,Wet,OFF6358,Highway Patrol,Valid,1,,No,Red,50,38,0.22,Negative,No,No,Not Paid,Yes,4,Repeat Offender,12,60+,False,-12,Wednesday,True,2029-02
VLT102244,Driving Without License,319,Uttar Pradesh,2029-02-22,1900-01-01 17:03:00,Bus,Grey,2015,Delhi,25,Female,Learner,2,Rainy,Dry,OFF2656,RTO,Expired,1,,No,Red,60,22,0.3,Not Conducted,No,No,Not Paid,No,5,,17,18-25,False,-38,Thursday,True,2029-02
VLT102245,Over-speeding,4359,Karnataka,2029-02-23,1900-01-01 01:20:00,Scooter,Red,2018,Uttar Pradesh,74,Female,Heavy Vehicle,8,Clear,Potholes,OFF6964,Traffic Police,Suspended,1,No,,Green,80,39,0.35,Not Conducted,Yes,Yes,Not Paid,Yes,4,,1,60+,False,-41,Friday,True,2029-02
VLT102246,Using Mobile Phone,3266,Uttar Pradesh,2029-02-24,1900-01-01 03:02:00,Bike,Green,1996,West Bengal,61,Other,Learner,9,Dust Storm,Wet,OFF7969,RTO,Suspended,3,No,Yes,Green,60,53,0.18,Negative,Yes,No,Cash,Yes,4,,3,60+,False,-7,Saturday,True,2029-02
VLT102247,Drunk Driving,4440,Gujarat,2029-02-25,1900-01-01 14:07:00,Scooter,Black,2009,Uttar Pradesh,67,Female,Two-Wheeler,7,Clear,Dry,OFF3213,RTO,Valid,3,Yes,No,Green,40,117,0.35,Negative,Yes,No,Card,No,5,Repeat Offender,14,60+,True,77,Sunday,True,2029-02
VLT102248,Drunk Driving,4557,Karnataka,2029-02-26,1900-01-01 00:55:00,Car,Blue,2005,Uttar Pradesh,43,Female,Commercial,4,Dust Storm,Wet,OFF7175,Traffic Police,Expired,3,,No,Green,50,118,0.4,Positive,No,No,Not Paid,Yes,1,Fine Paid On Spot,0,36-45,True,68,Monday,True,2029-02
VLT102249,Over-speeding,1195,Maharashtra,2029-02-27,1900-01-01 10:52:00,Car,Silver,2007,Gujarat,73,Male,Four-Wheeler,9,Foggy,Under Construction,OFF8585,Highway Patrol,Valid,1,,Yes,Red,40,49,0.39,Positive,No,Yes,Cash,Yes,2,Repeat Offender,10,60+,True,9,Tuesday,True,2029-02
VLT102250,Wrong Parking,1562,Punjab,2029-02-28,1900-01-01 06:26:00,Auto Rickshaw,Green,2005,Karnataka,35,Male,Four-Wheeler,10,Foggy,Slippery,OFF9126,Traffic Police,Expired,1,Yes,No,Yellow,60,20,0.1,Positive,Yes,No,Cash,No,2,Fine Paid On Spot,6,26-35,False,-40,Wednesday,True,2029-02
VLT102251,Overloading,3080,Uttar Pradesh,2029-03-01,1900-01-01 10:17:00,Auto Rickshaw,Black,2000,Delhi,75,Male,Commercial,4,Dust Storm,Wet,OFF9110,RTO,Suspended,2,,Yes,Yellow,40,58,0.04,Negative,No,No,Online,No,2,Repeat Offender,10,60+,True,18,Thursday,True,2029-03
VLT102252,Driving Without License,631,Maharashtra,2029-03-02,1900-01-01 03:53:00,Auto Rickshaw,Red,2006,Maharashtra,72,Male,Learner,7,Foggy,Slippery,OFF4329,Highway Patrol,Suspended,1,No,No,Yellow,60,107,0.46,Negative,Yes,No,Cash,No,5,,3,60+,True,47,Friday,True,2029-03
VLT102253,Overloading,2114,Delhi,2029-03-03,1900-01-01 16:51:00,Auto Rickshaw,Red,2000,Delhi,23,Male,Learner,5,Clear,Potholes,OFF7401,Highway Patrol,Expired,3,Yes,,Green,50,29,0.14,Not Conducted,No,Yes,Not Paid,Yes,2,First Violation,16,18-25,False,-21,Saturday,True,2029-03
VLT102254,Using Mobile Phone,3576,Karnataka,2029-03-04,1900-01-01 20:31:00,Bike,White,2008,Delhi,59,Female,Learner,5,Rainy,Wet,OFF9667,RTO,Valid,3,No,,Green,100,55,0.3,Negative,Yes,No,Online,No,0,,20,46-60,False,-45,Sunday,False,2029-03
VLT102255,Using Mobile Phone,2548,Uttar Pradesh,2029-03-05,1900-01-01 21:22:00,Bike,Black,2013,Karnataka,26,Female,Four-Wheeler,2,Dust Storm,Wet,OFF6505,Local Police,Expired,4,No,,Yellow,100,53,0.24,Not Conducted,Yes,No,Cash,Yes,4,Repeat Offender,21,26-35,False,-47,Monday,True,2029-03
VLT102256,Over-speeding,2281,Punjab,2029-03-06,1900-01-01 05:38:00,Bus,Red,1996,Karnataka,41,Other,Heavy Vehicle,0,Rainy,Under Construction,OFF9721,Traffic Police,Expired,2,,,Yellow,40,23,0.22,Positive,No,No,Online,No,0,First Violation,5,36-45,False,-17,Tuesday,False,2029-03
VLT102257,Signal Jumping,928,Karnataka,2029-03-07,1900-01-01 06:01:00,Truck,Black,2012,Uttar Pradesh,60,Other,Commercial,6,Dust Storm,Potholes,OFF9230,Traffic Police,Valid,4,No,Yes,Green,30,87,0.35,Negative,No,Yes,Card,No,5,First Violation,6,46-60,True,57,Wednesday,True,2029-03
VLT102258,No Seatbelt,4321,Delhi,2029-03-08,1900-01-01 17:20:00,Scooter,Red,2005,Maharashtra,19,Other,Commercial,5,Clear,Under Construction,OFF8965,Local Police,Expired,3,,,Yellow,60,56,0.24,Negative,Yes,Yes,Cash,Yes,5,Fine Paid On Spot,17,18-25,False,-4,Thursday,True,2029-03
VLT102259,Over-speeding,1126,Karnataka,2029-03-09,1900-01-01 10:31:00,Truck,Green,2013,Maharashtra,19,Male,Four-Wheeler,4,Cloudy,Under Construction,OFF9051,Highway Patrol,Valid,2,No,,Yellow,60,61,0.41,Negative,No,Yes,Card,Yes,4,Repeat Offender,10,18-25,True,1,Friday,True,2029-03
VLT102260,Signal Jumping,375,West Bengal,2029-03-10,1900-01-01 09:44:00,Car,Green,2001,Delhi,21,Female,Commercial,5,Cloudy,Slippery,OFF2447,Traffic Police,Valid,3,,,Green,100,107,0.41,Positive,No,Yes,Online,No,5,,9,18-25,True,7,Saturday,True,2029-03
VLT102261,No Helmet,4897,West Bengal,2029-03-11,1900-01-01 12:38:00,Bike,White,2005,Punjab,31,Male,Learner,2,Foggy,Wet,OFF9692,RTO,Valid,5,Yes,Yes,Yellow,60,20,0.07,Negative,No,Yes,Card,No,1,Repeat Offender,12,26-35,False,-40,Sunday,True,2029-03
VLT102262,Drunk Driving,3061,Maharashtra,2029-03-12,1900-01-01 15:42:00,Bus,Black,2008,Maharashtra,60,Male,Two-Wheeler,4,Cloudy,Under Construction,OFF8789,Traffic Police,Valid,1,No,Yes,Yellow,30,32,0.43,Not Conducted,Yes,No,Online,Yes,4,Fine Paid On Spot,15,46-60,True,2,Monday,True,2029-03
VLT102263,Driving Without License,130,West Bengal,2029-03-13,1900-01-01 08:16:00,Auto Rickshaw,Red,2010,Delhi,54,Female,Four-Wheeler,6,Foggy,Dry,OFF5922,RTO,Valid,4,Yes,No,Yellow,30,21,0.48,Negative,No,No,Online,No,1,,8,46-60,False,-9,Tuesday,True,2029-03
VLT102264,Drunk Driving,4657,Gujarat,2029-03-14,1900-01-01 00:43:00,Bus,Black,2016,Tamil Nadu,58,Female,Heavy Vehicle,9,Dust Storm,Dry,OFF7132,Highway Patrol,Valid,3,,,Yellow,30,103,0.36,Not Conducted,Yes,No,Cash,Yes,0,Fine Paid On Spot,0,46-60,True,73,Wednesday,False,2029-03
VLT102265,No Helmet,771,Delhi,2029-03-15,1900-01-01 15:25:00,Scooter,Black,2015,Punjab,55,Female,Two-Wheeler,7,Cloudy,Wet,OFF6994,Traffic Police,Expired,1,,No,Green,30,77,0.18,Not Conducted,No,Yes,Card,Yes,0,,15,46-60,True,47,Thursday,False,2029-03
VLT102266,Wrong Parking,2297,Punjab,2029-03-16,1900-01-01 14:04:00,Bike,Red,2005,Punjab,29,Other,Heavy Vehicle,5,Clear,Under Construction,OFF3571,Local Police,Expired,5,Yes,,Red,60,40,0.32,Not Conducted,Yes,No,Not Paid,No,2,Fine Paid On Spot,14,26-35,False,-20,Friday,True,2029-03
VLT102267,No Helmet,887,Tamil Nadu,2029-03-17,1900-01-01 23:46:00,Scooter,Green,2009,Gujarat,41,Other,Four-Wheeler,5,Dust Storm,Potholes,OFF1075,Traffic Police,Valid,2,No,,Green,100,52,0.08,Not Conducted,No,No,Card,No,1,,23,36-45,False,-48,Saturday,True,2029-03
VLT102268,Signal Jumping,838,Delhi,2029-03-18,1900-01-01 12:44:00,Scooter,Red,2020,Uttar Pradesh,37,Female,Learner,10,Dust Storm,Wet,OFF4035,Traffic Police,Expired,2,Yes,,Red,30,115,0.44,Negative,No,Yes,Cash,Yes,3,Repeat Offender,12,36-45,True,85,Sunday,True,2029-03
